BBDD;Variable;Dest;Name;ES;BE;DE;FR;IT;NL;SE;UK;US
Main;;;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo;RecordNo
Main;ID;;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid;caseid
Main;age;;age;age_rc;profile_julesage;profile_julesage;profile_julesage;age_rc;profile_julesage;profile_julesage;profile_julesage;age
Main;gender;;gender;gender;gender;gender;gender;gender;gender;gender;profile_gender;gender
Main;residence_region;;region;Nielsen_Area_ES_MR;GeoPC_Region1_be;nielsenregion;Grouped_Region_2014;region_grouped_IT;GeoPC_Region1_nl;region;profile_GOR;region
Main;income;;income;income_es_rc;UB_income_BE;hinc;income;profile_gross_household_EU;profile_gross_household_EU;household_income;profile_gross_household;profile_gross_household
Main;income_level;;income_level;income_hml_es;income_hml_be;income_hml_de;income_hml_fr;income_hml_it;income_hml_nl;income_hml_se;income_hml_uk;income_hml_us
Main;aided;;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb;aided_cb
Main;current_own;;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb;current_own_cb
Main;ever_own;;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb;ever_own_cb
Main;consider;;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb;consider_cb
Main;inmarket;;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb;inmarket_cb
Cap;;;Q4_total_10_999;Q4_total_10_999;Q4_total_10_999;Q4_total_10_999;Q4_total_10_999;Q4_total_10_999;Q4_total_10_999;Q4_total_10_999;Q4_total_10_999;Q4_total_10_999
Cap;;;Q4_total_11_1;Q4_total_11_1;Q4_total_11_1;Q4_total_11_1;Q4_total_11_1;Q4_total_11_1;Q4_total_11_1;Q4_total_11_1;Q4_total_11_1;Q4_total_11_1
Cap;;;Q4_total_11_2;Q4_total_11_2;Q4_total_11_2;Q4_total_11_2;Q4_total_11_2;Q4_total_11_2;Q4_total_11_2;Q4_total_11_2;Q4_total_11_2;Q4_total_11_2
Cap;;;Q4_total_11_3;Q4_total_11_3;Q4_total_11_3;Q4_total_11_3;Q4_total_11_3;Q4_total_11_3;Q4_total_11_3;Q4_total_11_3;Q4_total_11_3;Q4_total_11_3
Cap;;;Q4_total_11_4;Q4_total_11_4;Q4_total_11_4;Q4_total_11_4;Q4_total_11_4;Q4_total_11_4;Q4_total_11_4;Q4_total_11_4;Q4_total_11_4;Q4_total_11_4
Cap;;;Q4_total_11_5;Q4_total_11_5;Q4_total_11_5;Q4_total_11_5;Q4_total_11_5;Q4_total_11_5;Q4_total_11_5;Q4_total_11_5;Q4_total_11_5;Q4_total_11_5
Cap;;;Q4_total_11_6;Q4_total_11_6;Q4_total_11_6;Q4_total_11_6;Q4_total_11_6;Q4_total_11_6;Q4_total_11_6;Q4_total_11_6;Q4_total_11_6;Q4_total_11_6
Cap;;;Q4_total_11_7;Q4_total_11_7;Q4_total_11_7;Q4_total_11_7;Q4_total_11_7;Q4_total_11_7;Q4_total_11_7;Q4_total_11_7;Q4_total_11_7;Q4_total_11_7
Cap;;;Q4_total_11_8;Q4_total_11_8;Q4_total_11_8;Q4_total_11_8;Q4_total_11_8;Q4_total_11_8;Q4_total_11_8;Q4_total_11_8;Q4_total_11_8;Q4_total_11_8
Cap;;;Q4_total_11_9;Q4_total_11_9;Q4_total_11_9;Q4_total_11_9;Q4_total_11_9;Q4_total_11_9;Q4_total_11_9;Q4_total_11_9;Q4_total_11_9;Q4_total_11_9
Cap;;;Q4_total_11_10;Q4_total_11_10;Q4_total_11_10;Q4_total_11_10;Q4_total_11_10;Q4_total_11_10;Q4_total_11_10;Q4_total_11_10;Q4_total_11_10;Q4_total_11_10
Cap;;;Q4_total_11_11;Q4_total_11_11;Q4_total_11_11;Q4_total_11_11;Q4_total_11_11;Q4_total_11_11;Q4_total_11_11;Q4_total_11_11;Q4_total_11_11;Q4_total_11_11
Cap;;;Q4_total_11_12;Q4_total_11_12;Q4_total_11_12;Q4_total_11_12;Q4_total_11_12;Q4_total_11_12;Q4_total_11_12;Q4_total_11_12;Q4_total_11_12;Q4_total_11_12
Cap;;;Q4_total_11_13;Q4_total_11_13;Q4_total_11_13;Q4_total_11_13;Q4_total_11_13;Q4_total_11_13;Q4_total_11_13;Q4_total_11_13;Q4_total_11_13;Q4_total_11_13
Cap;;;Q4_total_11_14;Q4_total_11_14;Q4_total_11_14;Q4_total_11_14;Q4_total_11_14;Q4_total_11_14;Q4_total_11_14;Q4_total_11_14;Q4_total_11_14;Q4_total_11_14
Cap;;;Q4_total_11_15;Q4_total_11_15;Q4_total_11_15;Q4_total_11_15;Q4_total_11_15;Q4_total_11_15;Q4_total_11_15;Q4_total_11_15;Q4_total_11_15;Q4_total_11_15
Cap;;;Q4_total_11_16;Q4_total_11_16;Q4_total_11_16;Q4_total_11_16;Q4_total_11_16;Q4_total_11_16;Q4_total_11_16;Q4_total_11_16;Q4_total_11_16;Q4_total_11_16
Cap;;;Q4_total_11_17;Q4_total_11_17;Q4_total_11_17;Q4_total_11_17;Q4_total_11_17;Q4_total_11_17;Q4_total_11_17;Q4_total_11_17;Q4_total_11_17;Q4_total_11_17
Cap;;;Q4_total_11_18;Q4_total_11_18;Q4_total_11_18;Q4_total_11_18;Q4_total_11_18;Q4_total_11_18;Q4_total_11_18;Q4_total_11_18;Q4_total_11_18;Q4_total_11_18
Cap;;;Q4_total_11_19;Q4_total_11_19;Q4_total_11_19;Q4_total_11_19;Q4_total_11_19;Q4_total_11_19;Q4_total_11_19;Q4_total_11_19;Q4_total_11_19;Q4_total_11_19
Cap;;;Q4_total_11_20;Q4_total_11_20;Q4_total_11_20;Q4_total_11_20;Q4_total_11_20;Q4_total_11_20;Q4_total_11_20;Q4_total_11_20;Q4_total_11_20;Q4_total_11_20
Cap;;;Q4_total_11_999;Q4_total_11_999;Q4_total_11_999;Q4_total_11_999;Q4_total_11_999;Q4_total_11_999;Q4_total_11_999;Q4_total_11_999;Q4_total_11_999;Q4_total_11_999
Cap;;;Q4_total_12_1;Q4_total_12_1;Q4_total_12_1;Q4_total_12_1;Q4_total_12_1;Q4_total_12_1;Q4_total_12_1;Q4_total_12_1;Q4_total_12_1;Q4_total_12_1
Cap;;;Q4_total_12_2;Q4_total_12_2;Q4_total_12_2;Q4_total_12_2;Q4_total_12_2;Q4_total_12_2;Q4_total_12_2;Q4_total_12_2;Q4_total_12_2;Q4_total_12_2
Cap;;;Q4_total_12_3;Q4_total_12_3;Q4_total_12_3;Q4_total_12_3;Q4_total_12_3;Q4_total_12_3;Q4_total_12_3;Q4_total_12_3;Q4_total_12_3;Q4_total_12_3
Cap;;;Q4_total_12_4;Q4_total_12_4;Q4_total_12_4;Q4_total_12_4;Q4_total_12_4;Q4_total_12_4;Q4_total_12_4;Q4_total_12_4;Q4_total_12_4;Q4_total_12_4
Cap;;;Q4_total_12_5;Q4_total_12_5;Q4_total_12_5;Q4_total_12_5;Q4_total_12_5;Q4_total_12_5;Q4_total_12_5;Q4_total_12_5;Q4_total_12_5;Q4_total_12_5
Cap;;;Q4_total_12_6;Q4_total_12_6;Q4_total_12_6;Q4_total_12_6;Q4_total_12_6;Q4_total_12_6;Q4_total_12_6;Q4_total_12_6;Q4_total_12_6;Q4_total_12_6
Cap;;;Q4_total_12_7;Q4_total_12_7;Q4_total_12_7;Q4_total_12_7;Q4_total_12_7;Q4_total_12_7;Q4_total_12_7;Q4_total_12_7;Q4_total_12_7;Q4_total_12_7
Cap;;;Q4_total_12_8;Q4_total_12_8;Q4_total_12_8;Q4_total_12_8;Q4_total_12_8;Q4_total_12_8;Q4_total_12_8;Q4_total_12_8;Q4_total_12_8;Q4_total_12_8
Cap;;;Q4_total_12_9;Q4_total_12_9;Q4_total_12_9;Q4_total_12_9;Q4_total_12_9;Q4_total_12_9;Q4_total_12_9;Q4_total_12_9;Q4_total_12_9;Q4_total_12_9
Cap;;;Q4_total_12_10;Q4_total_12_10;Q4_total_12_10;Q4_total_12_10;Q4_total_12_10;Q4_total_12_10;Q4_total_12_10;Q4_total_12_10;Q4_total_12_10;Q4_total_12_10
Cap;;;Q4_total_12_11;Q4_total_12_11;Q4_total_12_11;Q4_total_12_11;Q4_total_12_11;Q4_total_12_11;Q4_total_12_11;Q4_total_12_11;Q4_total_12_11;Q4_total_12_11
Cap;;;Q4_total_12_12;Q4_total_12_12;Q4_total_12_12;Q4_total_12_12;Q4_total_12_12;Q4_total_12_12;Q4_total_12_12;Q4_total_12_12;Q4_total_12_12;Q4_total_12_12
Cap;;;Q4_total_12_13;Q4_total_12_13;Q4_total_12_13;Q4_total_12_13;Q4_total_12_13;Q4_total_12_13;Q4_total_12_13;Q4_total_12_13;Q4_total_12_13;Q4_total_12_13
Cap;;;Q4_total_12_14;Q4_total_12_14;Q4_total_12_14;Q4_total_12_14;Q4_total_12_14;Q4_total_12_14;Q4_total_12_14;Q4_total_12_14;Q4_total_12_14;Q4_total_12_14
Cap;;;Q4_total_12_15;Q4_total_12_15;Q4_total_12_15;Q4_total_12_15;Q4_total_12_15;Q4_total_12_15;Q4_total_12_15;Q4_total_12_15;Q4_total_12_15;Q4_total_12_15
Cap;;;Q4_total_12_16;Q4_total_12_16;Q4_total_12_16;Q4_total_12_16;Q4_total_12_16;Q4_total_12_16;Q4_total_12_16;Q4_total_12_16;Q4_total_12_16;Q4_total_12_16
Cap;;;Q4_total_12_17;Q4_total_12_17;Q4_total_12_17;Q4_total_12_17;Q4_total_12_17;Q4_total_12_17;Q4_total_12_17;Q4_total_12_17;Q4_total_12_17;Q4_total_12_17
Cap;;;Q4_total_12_18;Q4_total_12_18;Q4_total_12_18;Q4_total_12_18;Q4_total_12_18;Q4_total_12_18;Q4_total_12_18;Q4_total_12_18;Q4_total_12_18;Q4_total_12_18
Cap;;;Q4_total_12_19;Q4_total_12_19;Q4_total_12_19;Q4_total_12_19;Q4_total_12_19;Q4_total_12_19;Q4_total_12_19;Q4_total_12_19;Q4_total_12_19;Q4_total_12_19
Cap;;;Q4_total_12_20;Q4_total_12_20;Q4_total_12_20;Q4_total_12_20;Q4_total_12_20;Q4_total_12_20;Q4_total_12_20;Q4_total_12_20;Q4_total_12_20;Q4_total_12_20
Cap;;;Q4_total_12_999;Q4_total_12_999;Q4_total_12_999;Q4_total_12_999;Q4_total_12_999;Q4_total_12_999;Q4_total_12_999;Q4_total_12_999;Q4_total_12_999;Q4_total_12_999
Cap;;;Q4_total_13_1;Q4_total_13_1;Q4_total_13_1;Q4_total_13_1;Q4_total_13_1;Q4_total_13_1;Q4_total_13_1;Q4_total_13_1;Q4_total_13_1;Q4_total_13_1
Cap;;;Q4_total_13_2;Q4_total_13_2;Q4_total_13_2;Q4_total_13_2;Q4_total_13_2;Q4_total_13_2;Q4_total_13_2;Q4_total_13_2;Q4_total_13_2;Q4_total_13_2
Cap;;;Q4_total_13_3;Q4_total_13_3;Q4_total_13_3;Q4_total_13_3;Q4_total_13_3;Q4_total_13_3;Q4_total_13_3;Q4_total_13_3;Q4_total_13_3;Q4_total_13_3
Cap;;;Q4_total_13_4;Q4_total_13_4;Q4_total_13_4;Q4_total_13_4;Q4_total_13_4;Q4_total_13_4;Q4_total_13_4;Q4_total_13_4;Q4_total_13_4;Q4_total_13_4
Cap;;;Q4_total_13_5;Q4_total_13_5;Q4_total_13_5;Q4_total_13_5;Q4_total_13_5;Q4_total_13_5;Q4_total_13_5;Q4_total_13_5;Q4_total_13_5;Q4_total_13_5
Cap;;;Q4_total_13_6;Q4_total_13_6;Q4_total_13_6;Q4_total_13_6;Q4_total_13_6;Q4_total_13_6;Q4_total_13_6;Q4_total_13_6;Q4_total_13_6;Q4_total_13_6
Cap;;;Q4_total_13_7;Q4_total_13_7;Q4_total_13_7;Q4_total_13_7;Q4_total_13_7;Q4_total_13_7;Q4_total_13_7;Q4_total_13_7;Q4_total_13_7;Q4_total_13_7
Cap;;;Q4_total_13_8;Q4_total_13_8;Q4_total_13_8;Q4_total_13_8;Q4_total_13_8;Q4_total_13_8;Q4_total_13_8;Q4_total_13_8;Q4_total_13_8;Q4_total_13_8
Cap;;;Q4_total_13_9;Q4_total_13_9;Q4_total_13_9;Q4_total_13_9;Q4_total_13_9;Q4_total_13_9;Q4_total_13_9;Q4_total_13_9;Q4_total_13_9;Q4_total_13_9
Cap;;;Q4_total_13_10;Q4_total_13_10;Q4_total_13_10;Q4_total_13_10;Q4_total_13_10;Q4_total_13_10;Q4_total_13_10;Q4_total_13_10;Q4_total_13_10;Q4_total_13_10
Cap;;;Q4_total_13_11;Q4_total_13_11;Q4_total_13_11;Q4_total_13_11;Q4_total_13_11;Q4_total_13_11;Q4_total_13_11;Q4_total_13_11;Q4_total_13_11;Q4_total_13_11
Cap;;;Q4_total_13_12;Q4_total_13_12;Q4_total_13_12;Q4_total_13_12;Q4_total_13_12;Q4_total_13_12;Q4_total_13_12;Q4_total_13_12;Q4_total_13_12;Q4_total_13_12
Cap;;;Q4_total_13_13;Q4_total_13_13;Q4_total_13_13;Q4_total_13_13;Q4_total_13_13;Q4_total_13_13;Q4_total_13_13;Q4_total_13_13;Q4_total_13_13;Q4_total_13_13
Cap;;;Q4_total_13_14;Q4_total_13_14;Q4_total_13_14;Q4_total_13_14;Q4_total_13_14;Q4_total_13_14;Q4_total_13_14;Q4_total_13_14;Q4_total_13_14;Q4_total_13_14
Cap;;;Q4_total_13_15;Q4_total_13_15;Q4_total_13_15;Q4_total_13_15;Q4_total_13_15;Q4_total_13_15;Q4_total_13_15;Q4_total_13_15;Q4_total_13_15;Q4_total_13_15
Cap;;;Q4_total_13_16;Q4_total_13_16;Q4_total_13_16;Q4_total_13_16;Q4_total_13_16;Q4_total_13_16;Q4_total_13_16;Q4_total_13_16;Q4_total_13_16;Q4_total_13_16
Cap;;;Q4_total_13_17;Q4_total_13_17;Q4_total_13_17;Q4_total_13_17;Q4_total_13_17;Q4_total_13_17;Q4_total_13_17;Q4_total_13_17;Q4_total_13_17;Q4_total_13_17
Cap;;;Q4_total_13_18;Q4_total_13_18;Q4_total_13_18;Q4_total_13_18;Q4_total_13_18;Q4_total_13_18;Q4_total_13_18;Q4_total_13_18;Q4_total_13_18;Q4_total_13_18
Cap;;;Q4_total_13_19;Q4_total_13_19;Q4_total_13_19;Q4_total_13_19;Q4_total_13_19;Q4_total_13_19;Q4_total_13_19;Q4_total_13_19;Q4_total_13_19;Q4_total_13_19
Cap;;;Q4_total_13_20;Q4_total_13_20;Q4_total_13_20;Q4_total_13_20;Q4_total_13_20;Q4_total_13_20;Q4_total_13_20;Q4_total_13_20;Q4_total_13_20;Q4_total_13_20
Cap;;;Q4_total_13_999;Q4_total_13_999;Q4_total_13_999;Q4_total_13_999;Q4_total_13_999;Q4_total_13_999;Q4_total_13_999;Q4_total_13_999;Q4_total_13_999;Q4_total_13_999
Cap;;;Q4_total_14_1;Q4_total_14_1;Q4_total_14_1;Q4_total_14_1;Q4_total_14_1;Q4_total_14_1;Q4_total_14_1;Q4_total_14_1;Q4_total_14_1;Q4_total_14_1
Cap;;;Q4_total_14_2;Q4_total_14_2;Q4_total_14_2;Q4_total_14_2;Q4_total_14_2;Q4_total_14_2;Q4_total_14_2;Q4_total_14_2;Q4_total_14_2;Q4_total_14_2
Cap;;;Q4_total_14_3;Q4_total_14_3;Q4_total_14_3;Q4_total_14_3;Q4_total_14_3;Q4_total_14_3;Q4_total_14_3;Q4_total_14_3;Q4_total_14_3;Q4_total_14_3
Cap;;;Q4_total_14_4;Q4_total_14_4;Q4_total_14_4;Q4_total_14_4;Q4_total_14_4;Q4_total_14_4;Q4_total_14_4;Q4_total_14_4;Q4_total_14_4;Q4_total_14_4
Cap;;;Q4_total_14_5;Q4_total_14_5;Q4_total_14_5;Q4_total_14_5;Q4_total_14_5;Q4_total_14_5;Q4_total_14_5;Q4_total_14_5;Q4_total_14_5;Q4_total_14_5
Cap;;;Q4_total_14_6;Q4_total_14_6;Q4_total_14_6;Q4_total_14_6;Q4_total_14_6;Q4_total_14_6;Q4_total_14_6;Q4_total_14_6;Q4_total_14_6;Q4_total_14_6
Cap;;;Q4_total_14_7;Q4_total_14_7;Q4_total_14_7;Q4_total_14_7;Q4_total_14_7;Q4_total_14_7;Q4_total_14_7;Q4_total_14_7;Q4_total_14_7;Q4_total_14_7
Cap;;;Q4_total_14_8;Q4_total_14_8;Q4_total_14_8;Q4_total_14_8;Q4_total_14_8;Q4_total_14_8;Q4_total_14_8;Q4_total_14_8;Q4_total_14_8;Q4_total_14_8
Cap;;;Q4_total_14_9;Q4_total_14_9;Q4_total_14_9;Q4_total_14_9;Q4_total_14_9;Q4_total_14_9;Q4_total_14_9;Q4_total_14_9;Q4_total_14_9;Q4_total_14_9
Cap;;;Q4_total_14_10;Q4_total_14_10;Q4_total_14_10;Q4_total_14_10;Q4_total_14_10;Q4_total_14_10;Q4_total_14_10;Q4_total_14_10;Q4_total_14_10;Q4_total_14_10
Cap;;;Q4_total_14_11;Q4_total_14_11;Q4_total_14_11;Q4_total_14_11;Q4_total_14_11;Q4_total_14_11;Q4_total_14_11;Q4_total_14_11;Q4_total_14_11;Q4_total_14_11
Cap;;;Q4_total_14_12;Q4_total_14_12;Q4_total_14_12;Q4_total_14_12;Q4_total_14_12;Q4_total_14_12;Q4_total_14_12;Q4_total_14_12;Q4_total_14_12;Q4_total_14_12
Cap;;;Q4_total_14_13;Q4_total_14_13;Q4_total_14_13;Q4_total_14_13;Q4_total_14_13;Q4_total_14_13;Q4_total_14_13;Q4_total_14_13;Q4_total_14_13;Q4_total_14_13
Cap;;;Q4_total_14_14;Q4_total_14_14;Q4_total_14_14;Q4_total_14_14;Q4_total_14_14;Q4_total_14_14;Q4_total_14_14;Q4_total_14_14;Q4_total_14_14;Q4_total_14_14
Cap;;;Q4_total_14_15;Q4_total_14_15;Q4_total_14_15;Q4_total_14_15;Q4_total_14_15;Q4_total_14_15;Q4_total_14_15;Q4_total_14_15;Q4_total_14_15;Q4_total_14_15
Cap;;;Q4_total_14_16;Q4_total_14_16;Q4_total_14_16;Q4_total_14_16;Q4_total_14_16;Q4_total_14_16;Q4_total_14_16;Q4_total_14_16;Q4_total_14_16;Q4_total_14_16
Cap;;;Q4_total_14_17;Q4_total_14_17;Q4_total_14_17;Q4_total_14_17;Q4_total_14_17;Q4_total_14_17;Q4_total_14_17;Q4_total_14_17;Q4_total_14_17;Q4_total_14_17
Cap;;;Q4_total_14_18;Q4_total_14_18;Q4_total_14_18;Q4_total_14_18;Q4_total_14_18;Q4_total_14_18;Q4_total_14_18;Q4_total_14_18;Q4_total_14_18;Q4_total_14_18
Cap;;;Q4_total_14_19;Q4_total_14_19;Q4_total_14_19;Q4_total_14_19;Q4_total_14_19;Q4_total_14_19;Q4_total_14_19;Q4_total_14_19;Q4_total_14_19;Q4_total_14_19
Cap;;;Q4_total_14_20;Q4_total_14_20;Q4_total_14_20;Q4_total_14_20;Q4_total_14_20;Q4_total_14_20;Q4_total_14_20;Q4_total_14_20;Q4_total_14_20;Q4_total_14_20
Cap;;;Q4_total_14_999;Q4_total_14_999;Q4_total_14_999;Q4_total_14_999;Q4_total_14_999;Q4_total_14_999;Q4_total_14_999;Q4_total_14_999;Q4_total_14_999;Q4_total_14_999
Cap;;;Q4_total_15_1;Q4_total_15_1;Q4_total_15_1;Q4_total_15_1;Q4_total_15_1;Q4_total_15_1;Q4_total_15_1;Q4_total_15_1;Q4_total_15_1;Q4_total_15_1
Cap;;;Q4_total_15_2;Q4_total_15_2;Q4_total_15_2;Q4_total_15_2;Q4_total_15_2;Q4_total_15_2;Q4_total_15_2;Q4_total_15_2;Q4_total_15_2;Q4_total_15_2
Cap;;;Q4_total_15_3;Q4_total_15_3;Q4_total_15_3;Q4_total_15_3;Q4_total_15_3;Q4_total_15_3;Q4_total_15_3;Q4_total_15_3;Q4_total_15_3;Q4_total_15_3
Cap;;;Q4_total_15_4;Q4_total_15_4;Q4_total_15_4;Q4_total_15_4;Q4_total_15_4;Q4_total_15_4;Q4_total_15_4;Q4_total_15_4;Q4_total_15_4;Q4_total_15_4
Cap;;;Q4_total_15_5;Q4_total_15_5;Q4_total_15_5;Q4_total_15_5;Q4_total_15_5;Q4_total_15_5;Q4_total_15_5;Q4_total_15_5;Q4_total_15_5;Q4_total_15_5
Cap;;;Q4_total_15_6;Q4_total_15_6;Q4_total_15_6;Q4_total_15_6;Q4_total_15_6;Q4_total_15_6;Q4_total_15_6;Q4_total_15_6;Q4_total_15_6;Q4_total_15_6
Cap;;;Q4_total_15_7;Q4_total_15_7;Q4_total_15_7;Q4_total_15_7;Q4_total_15_7;Q4_total_15_7;Q4_total_15_7;Q4_total_15_7;Q4_total_15_7;Q4_total_15_7
Cap;;;Q4_total_15_8;Q4_total_15_8;Q4_total_15_8;Q4_total_15_8;Q4_total_15_8;Q4_total_15_8;Q4_total_15_8;Q4_total_15_8;Q4_total_15_8;Q4_total_15_8
Cap;;;Q4_total_15_9;Q4_total_15_9;Q4_total_15_9;Q4_total_15_9;Q4_total_15_9;Q4_total_15_9;Q4_total_15_9;Q4_total_15_9;Q4_total_15_9;Q4_total_15_9
Cap;;;Q4_total_15_10;Q4_total_15_10;Q4_total_15_10;Q4_total_15_10;Q4_total_15_10;Q4_total_15_10;Q4_total_15_10;Q4_total_15_10;Q4_total_15_10;Q4_total_15_10
Cap;;;Q4_total_15_11;Q4_total_15_11;Q4_total_15_11;Q4_total_15_11;Q4_total_15_11;Q4_total_15_11;Q4_total_15_11;Q4_total_15_11;Q4_total_15_11;Q4_total_15_11
Cap;;;Q4_total_15_12;Q4_total_15_12;Q4_total_15_12;Q4_total_15_12;Q4_total_15_12;Q4_total_15_12;Q4_total_15_12;Q4_total_15_12;Q4_total_15_12;Q4_total_15_12
Cap;;;Q4_total_15_13;Q4_total_15_13;Q4_total_15_13;Q4_total_15_13;Q4_total_15_13;Q4_total_15_13;Q4_total_15_13;Q4_total_15_13;Q4_total_15_13;Q4_total_15_13
Cap;;;Q4_total_15_14;Q4_total_15_14;Q4_total_15_14;Q4_total_15_14;Q4_total_15_14;Q4_total_15_14;Q4_total_15_14;Q4_total_15_14;Q4_total_15_14;Q4_total_15_14
Cap;;;Q4_total_15_15;Q4_total_15_15;Q4_total_15_15;Q4_total_15_15;Q4_total_15_15;Q4_total_15_15;Q4_total_15_15;Q4_total_15_15;Q4_total_15_15;Q4_total_15_15
Cap;;;Q4_total_15_16;Q4_total_15_16;Q4_total_15_16;Q4_total_15_16;Q4_total_15_16;Q4_total_15_16;Q4_total_15_16;Q4_total_15_16;Q4_total_15_16;Q4_total_15_16
Cap;;;Q4_total_15_17;Q4_total_15_17;Q4_total_15_17;Q4_total_15_17;Q4_total_15_17;Q4_total_15_17;Q4_total_15_17;Q4_total_15_17;Q4_total_15_17;Q4_total_15_17
Cap;;;Q4_total_15_18;Q4_total_15_18;Q4_total_15_18;Q4_total_15_18;Q4_total_15_18;Q4_total_15_18;Q4_total_15_18;Q4_total_15_18;Q4_total_15_18;Q4_total_15_18
Cap;;;Q4_total_15_19;Q4_total_15_19;Q4_total_15_19;Q4_total_15_19;Q4_total_15_19;Q4_total_15_19;Q4_total_15_19;Q4_total_15_19;Q4_total_15_19;Q4_total_15_19
Cap;;;Q4_total_15_20;Q4_total_15_20;Q4_total_15_20;Q4_total_15_20;Q4_total_15_20;Q4_total_15_20;Q4_total_15_20;Q4_total_15_20;Q4_total_15_20;Q4_total_15_20
Cap;;;Q4_total_15_999;Q4_total_15_999;Q4_total_15_999;Q4_total_15_999;Q4_total_15_999;Q4_total_15_999;Q4_total_15_999;Q4_total_15_999;Q4_total_15_999;Q4_total_15_999
Cap;;;Q4_total_16_1;Q4_total_16_1;Q4_total_16_1;Q4_total_16_1;Q4_total_16_1;Q4_total_16_1;Q4_total_16_1;Q4_total_16_1;Q4_total_16_1;Q4_total_16_1
Cap;;;Q4_total_16_2;Q4_total_16_2;Q4_total_16_2;Q4_total_16_2;Q4_total_16_2;Q4_total_16_2;Q4_total_16_2;Q4_total_16_2;Q4_total_16_2;Q4_total_16_2
Cap;;;Q4_total_16_3;Q4_total_16_3;Q4_total_16_3;Q4_total_16_3;Q4_total_16_3;Q4_total_16_3;Q4_total_16_3;Q4_total_16_3;Q4_total_16_3;Q4_total_16_3
Cap;;;Q4_total_16_4;Q4_total_16_4;Q4_total_16_4;Q4_total_16_4;Q4_total_16_4;Q4_total_16_4;Q4_total_16_4;Q4_total_16_4;Q4_total_16_4;Q4_total_16_4
Cap;;;Q4_total_16_5;Q4_total_16_5;Q4_total_16_5;Q4_total_16_5;Q4_total_16_5;Q4_total_16_5;Q4_total_16_5;Q4_total_16_5;Q4_total_16_5;Q4_total_16_5
Cap;;;Q4_total_16_6;Q4_total_16_6;Q4_total_16_6;Q4_total_16_6;Q4_total_16_6;Q4_total_16_6;Q4_total_16_6;Q4_total_16_6;Q4_total_16_6;Q4_total_16_6
Cap;;;Q4_total_16_7;Q4_total_16_7;Q4_total_16_7;Q4_total_16_7;Q4_total_16_7;Q4_total_16_7;Q4_total_16_7;Q4_total_16_7;Q4_total_16_7;Q4_total_16_7
Cap;;;Q4_total_16_8;Q4_total_16_8;Q4_total_16_8;Q4_total_16_8;Q4_total_16_8;Q4_total_16_8;Q4_total_16_8;Q4_total_16_8;Q4_total_16_8;Q4_total_16_8
Cap;;;Q4_total_16_9;Q4_total_16_9;Q4_total_16_9;Q4_total_16_9;Q4_total_16_9;Q4_total_16_9;Q4_total_16_9;Q4_total_16_9;Q4_total_16_9;Q4_total_16_9
Cap;;;Q4_total_16_10;Q4_total_16_10;Q4_total_16_10;Q4_total_16_10;Q4_total_16_10;Q4_total_16_10;Q4_total_16_10;Q4_total_16_10;Q4_total_16_10;Q4_total_16_10
Cap;;;Q4_total_16_11;Q4_total_16_11;Q4_total_16_11;Q4_total_16_11;Q4_total_16_11;Q4_total_16_11;Q4_total_16_11;Q4_total_16_11;Q4_total_16_11;Q4_total_16_11
Cap;;;Q4_total_16_12;Q4_total_16_12;Q4_total_16_12;Q4_total_16_12;Q4_total_16_12;Q4_total_16_12;Q4_total_16_12;Q4_total_16_12;Q4_total_16_12;Q4_total_16_12
Cap;;;Q4_total_16_13;Q4_total_16_13;Q4_total_16_13;Q4_total_16_13;Q4_total_16_13;Q4_total_16_13;Q4_total_16_13;Q4_total_16_13;Q4_total_16_13;Q4_total_16_13
Cap;;;Q4_total_16_14;Q4_total_16_14;Q4_total_16_14;Q4_total_16_14;Q4_total_16_14;Q4_total_16_14;Q4_total_16_14;Q4_total_16_14;Q4_total_16_14;Q4_total_16_14
Cap;;;Q4_total_16_15;Q4_total_16_15;Q4_total_16_15;Q4_total_16_15;Q4_total_16_15;Q4_total_16_15;Q4_total_16_15;Q4_total_16_15;Q4_total_16_15;Q4_total_16_15
Cap;;;Q4_total_16_16;Q4_total_16_16;Q4_total_16_16;Q4_total_16_16;Q4_total_16_16;Q4_total_16_16;Q4_total_16_16;Q4_total_16_16;Q4_total_16_16;Q4_total_16_16
Cap;;;Q4_total_16_17;Q4_total_16_17;Q4_total_16_17;Q4_total_16_17;Q4_total_16_17;Q4_total_16_17;Q4_total_16_17;Q4_total_16_17;Q4_total_16_17;Q4_total_16_17
